关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲
10,115.0,13719.9,精,83.82,2007.0,2.0,1.0,祥和花园$,甘井子,南关岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0
53,83.0,16236.3,简,51.12,2004.0,1.0,1.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
4,80.0,10579.2,精,75.62,1995.0,2.0,1.0,宏孚小区$,甘井子,华东$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
131,61.2,13021.3,精,47.0,2012.0,1.0,0.0,泛华领城$,中山,三八北$,板楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
63,93.0,11034.6,精,84.28,2009.0,2.0,1.0,泉水N3区$,甘井子,泉水龙畔金泉$,板楼$,砖混,0.5,2.0,4.0,70.0,平层,0,1,1,1,1,1,0,0,0,0
76,62.5,12131.2,精,51.52,1990.0,2.0,1.0,由家村$,高新园区,软件园$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
71,87.0,13809.5,精,63.0,2005.0,2.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,1,1,1,0,0,1,1
50,79.0,15064.8,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,1,0,0,0,0,0,1,1
224,125.0,14450.9,简,86.5,2006.0,2.0,1.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,1,0,1,1
23,97.0,11878.5,毛,81.66,1996.0,2.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
12,56.8,7657.1,精,74.18,2001.0,2.0,1.0,怡海花园一期$,开发区,高城山$,板楼$,混合,0.5,1.0,2.0,50.0,平层,0,0,1,1,0,0,0,1,1,0
85,129.0,9121.1,简,141.43,2005.0,3.0,2.0,众益阳光海岸$,开发区,海富$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
12,84.0,9256.2,简,90.75,2015.0,3.0,2.0,乾豪新界$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0
171,262.0,16313.8,毛,160.6,2014.0,3.0,2.0,亿达普罗旺斯二期$,高新园区,普罗旺斯$,板楼$,钢混,2.5,5.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,1
111,189.0,20696.5,精,91.32,2011.0,2.0,1.0,城市印象$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
40,64.0,11985.0,简,53.4,2006.0,2.0,1.0,新星绿城三期$,甘井子,机场乐购$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
21,96.5,11913.6,精,81.0,2007.0,2.0,1.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
85,122.0,14081.3,精,86.64,1990.0,3.0,1.0,孙家沟$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,1
9,125.0,13435.1,精,93.04,2012.0,3.0,2.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,1,1,0,0
26,45.0,7352.9,毛,61.2,2010.0,2.0,1.0,小孤山中里$,开发区,海富$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,0,0,0,0,1,1
12,57.8,10897.4,精,53.04,2004.0,1.0,0.0,君悦豪庭$,开发区,红梅翠竹$,板楼$,钢混,0.25,4.0,16.0,50.0,平层,0,1,1,1,0,1,0,1,0,1
30,153.0,13846.2,精,110.5,2001.0,3.0,2.0,金海花园西园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,1,1,0,0,0,0,1
23,80.0,14601.2,精,54.79,2010.0,1.0,1.0,艾维尼小城$,甘井子,生态新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
156,103.0,14803.1,简,69.58,2006.0,2.0,2.0,锦城园C区$,沙河口,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,0,1
67,118.0,15809.2,简,74.64,2002.0,3.0,1.0,锦华北园$,沙河口,锦华$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
31,218.0,18319.3,精,119.0,2003.0,3.0,1.0,丽景春天$,沙河口,丽景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
31,299.0,13977.2,简,213.92,2002.0,4.0,2.0,海昌欣城$,中山,华乐$,塔楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
50,82.0,9761.9,精,84.0,2008.0,2.0,1.0,城润万家$,开发区,城润$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,1,1,0,0,0,1,0
20,76.8,13105.8,精,58.6,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
7,37.0,6575.4,简,56.27,1998.0,2.0,1.0,岗盛里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,1,0,1,1
15,114.5,15153.5,精,75.56,2012.0,2.0,2.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
30,148.0,12982.5,精,114.0,2016.0,3.0,2.0,华润海中国六期$,开发区,华润海中国$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,1,1,0,0,1,1
24,120.0,12371.1,精,97.0,2011.0,2.0,1.0,安邦阳光润城$,甘井子,叠翠$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
46,71.0,8709.5,精,81.52,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
9,64.0,5948.0,简,107.6,1998.0,2.0,2.0,高安里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,1,1,0,0,1,0
21,106.0,11316.3,精,93.67,2006.0,2.0,1.0,宏城金棕榈$,开发区,红梅翠竹$,板塔结合$,钢混,0.4,2.0,5.0,50.0,平层,0,0,1,0,0,0,0,0,1,0
5,110.0,9980.0,精,110.22,2005.0,3.0,2.0,东城天下$,开发区,东城$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,1,1,0,0,0,0
38,215.0,19616.8,精,109.6,2016.0,3.0,1.0,远洋荣域A4区$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,1,1,0,0,0,1
32,185.0,21044.2,简,87.91,2009.0,2.0,2.0,易和紫园$,甘井子,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,0,1
28,61.0,7721.5,简,79.0,2000.0,3.0,1.0,金海里$,开发区,倚山里$,板楼$,钢混,0.3333333333333333,1.0,3.0,0.0,平层,0,0,0,0,0,0,0,0,0,0
29,54.5,14104.6,精,38.64,1900.0,2.0,1.0,山东路$,甘井子,山东路$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
125,76.0,21814.0,精,34.84,2005.0,2.0,1.0,新华同仁轩$,沙河口,阳光月秀$,板楼$,钢混,0.07407407407407407,2.0,27.0,70.0,跃层,0,0,1,0,1,1,1,0,0,1
43,101.0,22042.8,精,45.82,2011.0,1.0,1.0,华业玫瑰东方$,沙河口,和平广场$,塔楼$,钢混,0.2,3.0,15.0,70.0,平层,0,1,1,0,0,1,0,0,1,1
5,137.0,15101.4,精,90.72,2009.0,2.0,1.0,新星帕尔美娜$,甘井子,机场乐购$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
34,57.0,11618.4,精,49.06,1995.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
27,95.0,13380.3,精,71.0,2014.0,1.0,0.0,新世界名泷$,中山,三八北$,塔楼$,钢混,0.13636363636363635,3.0,22.0,0.0,平层,0,0,1,0,1,0,0,0,1,1
13,119.8,14549.4,简,82.34,2000.0,2.0,2.0,虹桥干休所$,甘井子,机场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,1,0
5,108.0,11993.3,简,90.05,1996.0,2.0,1.0,桃仙小区$,中山,秀月$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
46,59.5,6739.9,简,88.28,1998.0,2.0,1.0,翠南隆达院$,开发区,红梅翠竹$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,1,0
16,183.0,20631.3,精,88.7,2011.0,2.0,1.0,城市印象$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,0
12,49.5,8277.6,简,59.8,1992.0,2.0,1.0,新林巷$,西岗,新起屯$,板楼$,砖混,0.2,1.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
14,90.0,13882.5,精,64.83,2005.0,2.0,1.0,龙畔金泉三期$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,1,0,0,0,1,0
30,47.0,11469.0,简,40.98,1996.0,1.0,1.0,北甸街$,沙河口,辽师$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
33,81.8,13469.5,简,60.73,1994.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
41,83.5,11636.0,精,71.76,2002.0,2.0,1.0,泡崖四区$,甘井子,泡崖四区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,1,1,0
96,168.0,18526.7,精,90.68,2009.0,2.0,2.0,金寓花园二期$,甘井子,机场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
9,68.0,9066.7,精,75.0,2008.0,3.0,1.0,金润小区A区$,金州,金润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
31,129.0,14609.3,简,88.3,2004.0,2.0,1.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,0
138,108.0,20078.1,精,53.79,2009.0,2.0,1.0,龙畔锦城$,西岗,北京公园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
25,119.0,18218.0,精,65.32,2006.0,2.0,2.0,锦城西园$,甘井子,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
28,117.0,13015.9,精,89.89,2002.0,2.0,2.0,锦泉源B5区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
22,279.0,16539.2,简,168.69,2005.0,3.0,2.0,金玉星海$,沙河口,星海广场$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
48,77.0,13155.6,简,58.53,1996.0,2.0,1.0,锦泉南园$,沙河口,锦绣$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
37,41.0,10956.7,简,37.42,1980.0,2.0,1.0,工人村$,西岗,香炉礁$,板塔结合$,砖混,0.1,1.0,10.0,70.0,平层,0,1,1,1,1,0,0,0,1,1
41,145.0,16501.7,精,87.87,2005.0,2.0,2.0,大有恬园$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,1,0,0,1
22,88.0,9477.7,精,92.85,2002.0,2.0,1.0,青松北里$,开发区,红梅翠竹$,板楼$,钢混,0.16666666666666666,1.0,6.0,50.0,平层,0,0,1,1,0,0,0,0,1,0
18,129.0,18189.5,精,70.92,2017.0,2.0,1.0,华润考拉住区$,甘井子,名贵$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
26,69.0,16159.3,精,42.7,1990.0,2.0,0.0,76中学桥南$,甘井子,山东路$,板楼$,钢混,0.125,1.0,8.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
18,1450.0,40277.8,精,360.0,2014.0,5.0,2.0,星海湾壹号$,沙河口,星海广场$,板塔结合$,钢混,1.0,2.0,2.0,70.0,平层,1,1,0,0,0,0,1,0,0,1
19,76.3,12607.4,精,60.52,1998.0,2.0,1.0,锦霞南园$,沙河口,锦华$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0
17,157.8,22225.4,精,71.0,2007.0,2.0,1.0,前城国际二期$,西岗,英华街$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
10,318.0,22177.3,精,143.39,2015.0,3.0,2.0,浦项道$,高新园区,高新园区$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,1,0
26,141.0,17180.5,精,82.07,2003.0,2.0,1.0,香茗苑$,沙河口,侯家沟$,板楼$,钢混,0.5,1.0,2.0,70.0,复式,0,1,1,0,1,1,0,0,0,1
61,138.0,13628.3,简,101.26,1990.0,2.0,2.0,星海公园$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
18,65.0,9313.7,简,69.79,2004.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,0,0
9,258.0,27235.3,精,94.73,2015.0,3.0,1.0,万科蓝山$,甘井子,促进路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
89,288.0,29832.2,精,96.54,2016.0,2.0,2.0,星海绿山城$,西岗,唐山街$,板楼$,框架,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,0
42,142.0,14267.1,精,99.53,1999.0,3.0,2.0,香海花园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,跃层,0,1,1,0,1,0,0,0,0,0
28,53.0,8952.7,精,59.2,,2.0,1.0,和平小区$,金州,光明$,未知$,未知,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
10,109.0,13869.4,简,78.59,1992.0,3.0,1.0,王家桥$,甘井子,促进路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
44,115.0,13310.2,简,86.4,1997.0,2.0,1.0,西苑小区$,沙河口,马栏$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,1,0,0,0,0,1
5,99.0,11960.9,精,82.77,2009.0,2.0,2.0,泉水N2区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,1,1,1,0,0,1,0
14,155.0,11063.5,精,140.1,2009.0,3.0,2.0,万国宫馆二期$,开发区,红梅翠竹$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,1,1,0,0,0,0
9,93.0,12193.5,简,76.27,1999.0,2.0,1.0,华南花园$,甘井子,名贵$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
36,132.0,15196.9,精,86.86,2004.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,1,0
53,215.0,26219.5,毛,82.0,2016.0,2.0,2.0,中国铁建国滨苑$,中山,华乐$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
23,110.0,13095.2,精,84.0,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
40,96.8,11145.7,精,86.85,1998.0,2.0,2.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
14,43.0,13445.9,精,31.98,1989.0,1.0,1.0,车家村$,沙河口,侯家沟$,板楼$,砖混,0.14285714285714285,1.0,7.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
27,95.5,11853.0,精,80.57,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,1,1,1,0,0,0,1
70,89.5,15037.0,毛,59.52,2000.0,2.0,1.0,理工园$,高新园区,庙岭$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1
14,75.0,10135.1,精,74.0,2011.0,2.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
22,35.0,10382.7,简,33.71,2000.0,1.0,1.0,学府林居$,中山,武昌街$,板塔结合$,砖混,0.038461538461538464,1.0,26.0,70.0,复式,0,0,0,0,0,0,0,0,0,0
48,107.0,12792.9,精,83.64,2017.0,2.0,1.0,依云溪谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
8,80.0,15952.1,精,50.15,2013.0,1.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,1,1,0,0,0,0,1
11,186.0,19982.8,精,93.08,2014.0,2.0,2.0,香周首府$,西岗,香炉礁$,板楼$,钢混,4.0,8.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
6,81.0,11020.4,精,73.5,2012.0,2.0,2.0,知润山$,开发区,高城山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
35,81.0,11589.6,简,69.89,2007.0,2.0,1.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,1,1,0,1,0,0,1,0,1
11,123.0,19561.1,简,62.88,1998.0,2.0,1.0,21中天兴花园一期$,沙河口,中山公园$,板楼$,钢混,0.3,3.0,10.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
35,76.0,13901.6,简,54.67,1995.0,2.0,1.0,台山$,沙河口,南沙$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
58,97.0,14074.3,精,68.92,2000.0,2.0,1.0,前程街$,甘井子,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
9,78.0,13928.6,简,56.0,1989.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0
12,74.8,24891.8,简,30.05,1965.0,1.0,0.0,金四街$,甘井子,金三角$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,1,1,1,1,1,0,0,0,0
69,70.0,9825.9,简,71.24,2009.0,2.0,1.0,新希望家园$,金州,城润$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
6,116.8,14507.5,精,80.51,2010.0,2.0,1.0,和合美家$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,1,0,1,0,1
11,69.0,6400.7,精,107.8,1998.0,3.0,2.0,岗盛里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,0
107,82.0,21354.2,简,38.4,2005.0,2.0,1.0,新华同仁轩$,沙河口,阳光月秀$,板楼$,钢混,0.08695652173913042,2.0,23.0,70.0,跃层,0,0,1,0,1,1,1,0,0,1
51,115.0,10177.0,精,113.0,2000.0,3.0,2.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
106,53.0,11717.9,精,45.23,1995.0,1.0,1.0,交通大学$,沙河口,辽师$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,1,0,0,1,1,0
41,535.0,24369.1,精,219.54,2015.0,4.0,2.0,中庚当代艺术$,中山,华乐$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,1,1,0,0,0,0,0,0,0,0
53,77.0,8920.3,毛,86.32,2016.0,2.0,2.0,一河两公园$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,1
39,135.0,15435.6,简,87.46,2015.0,3.0,1.0,亿锋广场二期$,开发区,红梅翠竹$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,1,1,1,1,1,1,0,0,1
10,105.0,16074.7,精,65.32,2005.0,2.0,1.0,奥林园$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,41.0,6119.4,简,67.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0
18,158.0,17596.6,精,89.79,2010.0,2.0,1.0,锦绣暖山$,甘井子,叠翠$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,1,0,1,0
25,128.8,13312.7,精,96.75,2003.0,2.0,2.0,盛世闲庭$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
28,155.0,12601.6,精,123.0,1997.0,3.0,1.0,长春街$,西岗,八一路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,0
66,235.0,15949.5,精,147.34,2001.0,3.0,2.0,东北名苑$,甘井子,大纺$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
12,42.0,9670.7,精,43.43,2010.0,2.0,1.0,万德悦城$,开发区,高城山$,塔楼$,钢混,0.17647058823529413,6.0,34.0,50.0,跃层,0,1,1,1,1,1,0,0,1,0
25,180.0,27018.9,精,66.62,1998.0,2.0,1.0,79中金光小区$,沙河口,中山公园$,塔楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
29,98.0,16896.6,精,58.0,1994.0,2.0,1.0,秀月小区$,中山,秀月$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
39,87.0,14529.1,简,59.88,1990.0,3.0,1.0,大医物业$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
22,93.0,12949.0,简,71.82,2004.0,2.0,1.0,华兴山庄$,高新园区,凌水$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
5,55.0,8527.1,简,64.5,1992.0,2.0,1.0,胜利西小区$,金州,光明$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
14,165.0,21097.0,精,78.21,2015.0,2.0,1.0,亿达云集$,中山,青云街$,板楼$,框架,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,0
8,92.0,10109.9,精,91.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.5,1.0,2.0,0.0,平层,0,0,1,1,1,1,0,0,0,0
88,109.0,12484.3,精,87.31,1997.0,3.0,1.0,教育二巷$,中山,武昌街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
101,138.0,13220.9,简,104.38,2015.0,2.0,1.0,华润海中国五期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,1,0,1,0,1,0,0,0,1,1
66,59.0,10729.2,精,54.99,1992.0,2.0,1.0,兰丰巷$,甘井子,马栏$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
18,39.8,8375.4,简,47.52,2011.0,1.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,0,0
10,44.0,10763.2,精,40.88,2012.0,1.0,1.0,星空公寓$,甘井子,机场$,塔楼$,钢混,0.14285714285714285,2.0,14.0,40.0,平层,0,1,1,0,1,0,0,0,0,1
29,146.0,23174.6,精,63.0,2003.0,2.0,1.0,青林美地$,甘井子,金三角$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
11,80.0,12984.9,简,61.61,2005.0,1.0,1.0,北欧假日$,开发区,松峪$,塔楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
13,66.9,8733.7,精,76.6,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.4,2.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
19,89.0,12688.9,精,70.14,1997.0,2.0,1.0,铁路西站$,西岗,北京公园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
35,117.0,16012.0,精,73.07,2006.0,2.0,1.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
9,61.0,9531.3,精,64.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,0
18,93.0,18368.6,精,50.63,2010.0,1.0,1.0,中海华庭$,高新园区,中海$,板塔结合$,钢混,0.2727272727272727,3.0,11.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
58,160.8,20657.8,精,77.84,2009.0,2.0,2.0,恒德橄榄季$,甘井子,第五郡$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
26,89.0,15023.6,精,59.24,2012.0,2.0,1.0,新星绿城六期$,甘井子,机场乐购$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,0
